personnel_id,rank,age,years_of_service,deployment_months,family_separation,leaves_availed,leaves_cancelled,duty_hours_per_day,transfers_last_2yr,night_shifts_per_month,incidents_exposed,training_days_yr,wellness_score,sleep_hours,exercise_freq_per_wk,social_support_score,risk_level
CAPF0794,SI,51,6,6,1,20,2,9.0,0,3,0,25,7.0,7.4,4,9.0,Low
CAPF0795,DSP,45,2,9,0,26,0,9.8,1,4,1,7,7.1,7.5,4,9.8,Low
CAPF0796,SP,42,18,1,0,10,0,8.4,0,0,1,29,9.1,8.9,3,9.9,Low
CAPF0797,Inspector,37,24,17,0,18,2,11.0,2,13,3,13,6.6,7.0,3,3.5,Medium
CAPF0798,DSP,47,8,34,1,4,4,14.5,4,18,8,5,2.4,4.2,1,2.0,High
CAPF0799,SP,54,6,8,1,15,0,8.1,1,0,0,8,9.3,7.3,4,7.5,Low
CAPF0800,SI,42,15,3,0,19,1,9.2,0,1,0,2,9.1,7.1,5,9.2,Low
CAPF0801,Inspector,31,19,24,1,3,0,13.9,4,18,9,8,2.9,4.7,0,2.6,High
CAPF0802,Constable,41,13,6,0,20,1,8.6,1,2,0,12,9.3,8.9,5,8.3,Low
CAPF0803,SI,31,21,8,0,15,2,8.4,1,3,1,8,8.2,6.9,6,6.7,Low
CAPF0804,Inspector,43,14,4,1,20,0,9.5,1,3,0,23,6.3,7.2,5,8.6,Low
CAPF0805,SP,36,25,10,0,16,2,8.9,0,1,1,21,9.9,8.1,4,7.1,Low
CAPF0806,SP,35,5,12,1,19,6,12.5,1,6,3,8,5.7,5.5,1,3.7,Medium
CAPF0807,DSP,47,17,3,0,28,1,8.7,0,0,2,21,8.3,6.6,4,9.4,Low
CAPF0808,ASI,34,26,4,1,17,1,9.5,1,4,2,17,8.4,7.1,4,6.4,Low
CAPF0809,SI,44,15,1,0,26,2,8.5,1,5,2,27,9.0,6.9,6,7.9,Low
CAPF0810,Inspector,26,24,28,1,0,0,15.6,3,18,5,8,3.1,4.8,0,3.3,High
CAPF0811,SI,33,27,22,1,7,4,12.1,2,10,4,20,4.4,6.7,3,6.3,Medium
CAPF0812,DSP,33,11,24,1,2,0,14.7,4,13,8,15,2.3,4.5,1,2.0,High
CAPF0813,SI,44,27,18,1,8,4,12.7,2,9,4,26,4.5,6.0,3,4.7,Medium
CAPF0814,SI,30,15,16,1,17,2,10.3,1,6,5,12,4.3,5.0,3,3.9,Medium
CAPF0815,Head Constable,28,8,29,1,5,5,15.5,3,19,8,8,2.3,5.4,1,3.0,High
CAPF0816,SI,30,6,5,0,14,2,8.6,1,5,2,12,7.9,8.5,5,8.3,Low
CAPF0817,SI,52,14,23,0,6,3,11.8,1,8,5,21,6.8,5.4,2,4.3,Medium
CAPF0818,SP,25,14,22,0,6,2,12.7,1,13,2,6,6.8,6.2,1,6.5,Medium
CAPF0819,SI,26,2,7,1,24,0,9.3,1,5,1,19,8.3,7.0,4,8.5,Low
CAPF0820,Constable,39,22,25,1,9,6,15.3,4,18,7,8,2.5,4.9,0,1.8,High
CAPF0821,Constable,36,10,11,0,8,5,13.0,2,11,4,23,5.7,5.6,1,4.5,Medium
CAPF0822,Head Constable,43,23,23,0,14,7,11.4,1,9,3,6,5.3,5.9,1,5.6,Medium
CAPF0823,ASI,34,7,27,1,5,3,13.6,3,14,8,7,2.7,5.3,1,3.9,High
CAPF0824,Constable,33,28,15,0,15,7,11.2,2,6,5,22,4.1,5.5,2,3.5,Medium
CAPF0825,Constable,37,8,13,1,6,4,10.6,1,5,2,17,5.8,7.0,2,5.5,Medium
CAPF0826,ASI,22,10,18,1,6,7,12.8,2,12,3,28,4.6,5.7,1,3.0,Medium
CAPF0827,Head Constable,46,25,30,1,1,0,15.6,5,14,5,18,2.7,4.3,1,1.1,High
CAPF0828,ASI,43,10,13,0,16,2,10.7,1,8,2,9,6.0,5.5,1,3.1,Medium
CAPF0829,Inspector,40,28,10,0,12,6,12.3,1,7,2,6,4.1,5.1,2,4.6,Medium
CAPF0830,Inspector,41,13,18,0,10,6,12.8,2,13,5,11,4.0,6.4,1,6.6,Medium
CAPF0831,SP,30,29,2,1,19,1,9.0,0,2,2,4,8.5,8.3,4,6.9,Low
CAPF0832,Constable,52,12,14,1,10,4,10.6,2,10,4,18,4.3,5.0,1,4.4,Medium
CAPF0833,DSP,29,20,3,0,12,2,9.2,0,1,0,9,7.0,6.8,4,9.8,Low
CAPF0834,Head Constable,42,15,12,0,7,7,12.9,1,10,2,2,4.6,5.1,3,3.4,Medium
CAPF0835,Head Constable,26,22,33,0,9,3,15.4,5,18,9,19,3.6,5.2,1,2.4,High
CAPF0836,SP,53,4,2,1,20,0,9.4,0,1,0,14,6.4,7.4,3,7.8,Low
CAPF0837,DSP,37,18,11,0,17,7,11.4,2,12,2,25,6.9,5.9,3,3.2,Medium
CAPF0838,SP,39,29,10,1,8,6,13.0,1,9,2,2,5.6,5.5,1,3.4,Medium
CAPF0839,SI,45,16,8,1,11,1,9.2,0,3,0,11,7.0,8.5,4,6.7,Low
CAPF0840,Constable,26,9,10,0,13,1,8.4,1,0,2,11,8.2,7.8,3,9.2,Low
CAPF0841,Inspector,35,15,14,0,14,5,10.5,2,12,2,15,5.9,6.8,2,5.1,Medium
CAPF0842,DSP,41,23,21,1,2,0,13.0,3,15,5,2,2.3,4.2,0,2.7,High
CAPF0843,ASI,24,11,7,0,20,0,8.1,1,1,0,17,7.3,8.1,4,9.9,Low
CAPF0844,Head Constable,23,18,11,0,14,1,10.0,1,3,0,12,9.5,7.0,3,9.4,Low
CAPF0845,SI,45,4,11,1,15,4,11.1,1,6,3,25,4.4,5.2,2,4.6,Medium
CAPF0846,DSP,48,26,20,1,18,5,12.2,1,8,3,24,6.6,6.5,1,4.4,Medium
CAPF0847,DSP,27,27,5,0,14,2,8.1,0,3,0,18,9.0,8.7,6,9.0,Low
CAPF0848,Constable,50,22,29,1,3,0,14.5,4,14,6,17,3.0,5.0,0,4.0,High
CAPF0849,SP,24,21,10,0,29,0,9.7,1,4,1,20,8.8,6.6,5,6.2,Low
CAPF0850,Constable,51,12,18,1,16,7,10.3,2,5,4,19,6.2,5.0,2,6.2,Medium
CAPF0851,DSP,50,1,11,0,24,0,9.8,1,4,0,4,7.2,7.4,3,8.0,Low
CAPF0852,SP,36,5,29,1,5,3,14.0,4,18,9,14,3.3,4.6,0,1.3,High
CAPF0853,Constable,41,2,5,0,11,1,8.7,0,2,0,3,9.9,7.2,6,9.9,Low
CAPF0854,SP,40,28,23,0,9,4,10.7,2,7,2,22,5.1,5.9,1,4.8,Medium
CAPF0855,Inspector,37,20,16,0,19,5,12.4,2,7,4,23,6.5,5.6,2,5.9,Medium
CAPF0856,Constable,26,12,34,0,9,3,15.2,5,14,7,24,3.7,4.8,1,2.6,High
CAPF0857,SI,27,9,9,1,20,1,9.1,0,4,0,0,8.6,7.0,5,6.1,Low
CAPF0858,DSP,52,26,25,1,1,0,14.2,4,14,7,23,2.7,5.4,1,1.5,High
CAPF0859,SP,28,9,10,0,28,1,8.2,0,5,1,20,6.6,6.6,6,6.6,Low
CAPF0860,ASI,24,10,2,0,25,2,8.5,0,4,2,7,8.7,8.4,4,8.7,Low
CAPF0861,DSP,52,11,1,0,19,1,8.4,1,1,2,21,9.8,8.1,5,8.8,Low
CAPF0862,Constable,25,5,3,0,18,1,8.4,1,5,1,7,7.0,8.2,6,8.1,Low
CAPF0863,DSP,46,29,4,1,15,2,9.5,1,1,0,27,9.0,8.5,3,9.6,Low
CAPF0864,Inspector,47,23,4,0,12,0,8.1,0,4,2,5,8.7,6.6,6,7.7,Low
CAPF0865,SP,24,19,23,1,17,4,10.9,1,10,2,14,4.9,6.3,2,5.6,Medium
CAPF0866,ASI,42,27,15,0,10,4,11.4,1,7,3,29,6.0,6.7,3,3.9,Medium
CAPF0867,DSP,29,17,1,1,17,0,9.9,1,0,2,18,8.3,7.3,4,7.5,Low
CAPF0868,SP,36,28,23,1,16,4,12.2,1,9,3,2,4.4,6.8,3,3.4,Medium
CAPF0869,Head Constable,43,19,33,1,1,0,13.4,5,19,9,21,1.2,5.3,1,2.8,High
CAPF0870,Head Constable,53,4,27,1,3,0,13.7,4,16,5,1,3.0,5.3,0,1.6,High
CAPF0871,ASI,39,3,23,1,9,3,10.2,1,12,5,16,6.4,6.4,1,5.9,Medium
CAPF0872,SP,38,14,14,1,7,4,11.9,1,5,3,13,4.1,5.0,1,5.8,Medium
CAPF0873,ASI,48,16,1,1,27,2,8.3,0,4,0,25,7.9,6.9,4,6.6,Low
CAPF0874,SI,25,15,25,1,5,3,15.2,3,14,5,18,1.4,4.2,1,1.5,High
CAPF0875,SI,24,15,21,1,19,4,10.4,2,11,4,2,6.3,5.6,2,4.7,Medium
CAPF0876,Constable,35,14,23,0,16,5,12.9,1,12,3,2,6.4,6.2,2,4.7,Medium
CAPF0877,SI,52,2,11,1,17,5,10.6,1,5,3,18,6.2,6.2,3,4.4,Medium
CAPF0878,Head Constable,29,18,22,1,12,2,11.8,1,8,4,8,4.8,6.5,3,4.8,Medium
CAPF0879,SI,22,17,14,1,12,7,11.9,1,13,4,12,4.4,6.7,2,4.7,Medium
CAPF0880,SP,54,29,9,1,15,1,8.8,0,4,2,3,7.0,8.3,4,7.8,Low
CAPF0881,Inspector,41,22,14,0,19,3,11.3,2,13,4,4,6.5,5.3,1,5.0,Medium
CAPF0882,DSP,50,10,3,1,12,2,8.6,0,0,1,22,9.6,7.9,5,7.7,Low
CAPF0883,Inspector,38,21,4,0,18,1,10.0,0,3,1,22,9.5,7.7,3,7.0,Low
CAPF0884,Head Constable,49,6,6,0,22,0,9.7,0,2,0,12,8.8,8.6,6,6.7,Low
CAPF0885,SP,50,23,23,1,3,0,14.2,3,14,8,24,1.7,4.6,1,2.7,High
CAPF0886,ASI,36,4,19,1,15,5,11.0,2,7,2,14,7.0,5.2,2,4.2,Medium
CAPF0887,Head Constable,24,7,23,1,17,5,12.8,2,11,4,6,6.8,5.1,2,4.4,Medium
CAPF0888,SP,38,12,5,0,20,2,9.7,1,4,2,9,7.5,6.7,3,7.3,Low
CAPF0889,Inspector,33,1,2,0,13,2,8.7,1,1,1,19,8.8,7.9,6,9.3,Low
CAPF0890,Inspector,41,8,12,1,11,2,10.4,1,11,5,14,6.4,6.4,1,5.7,Medium
CAPF0891,Constable,52,7,3,0,24,0,8.2,1,5,2,16,8.4,7.2,5,6.8,Low
CAPF0892,SP,26,3,3,0,16,2,9.8,0,4,1,17,9.2,7.9,4,6.4,Low
CAPF0893,SI,25,11,23,1,9,5,10.1,2,12,5,17,5.0,5.9,1,4.9,Medium
CAPF0894,DSP,52,3,6,0,14,2,9.3,1,0,2,29,7.5,6.6,5,9.2,Low
CAPF0895,DSP,46,4,10,1,17,0,8.4,0,2,1,23,7.2,8.5,6,7.6,Low
CAPF0896,SP,33,25,10,0,10,1,9.5,0,3,1,5,8.9,7.2,6,9.5,Low
CAPF0897,Head Constable,31,19,20,1,3,0,13.4,3,19,7,13,1.3,5.3,1,2.1,High
CAPF0898,Head Constable,47,6,22,1,9,5,12.7,1,5,3,18,4.9,5.9,1,6.4,Medium
CAPF0899,Constable,24,2,12,0,10,4,10.2,1,13,4,7,5.2,5.5,1,4.7,Medium
CAPF0900,Head Constable,47,25,2,0,18,2,8.5,1,3,0,4,6.5,8.9,3,9.0,Low
CAPF0901,SI,28,22,17,0,16,4,12.8,1,11,2,9,6.7,5.9,3,3.4,Medium
CAPF0902,SP,34,1,2,0,25,2,8.8,0,0,1,24,6.5,7.0,5,8.8,Low
CAPF0903,Head Constable,32,2,5,0,19,0,8.5,1,1,1,6,6.2,8.7,5,6.1,Low
CAPF0904,Inspector,40,20,5,0,28,0,9.0,0,3,0,0,9.3,8.1,3,9.7,Low
CAPF0905,Inspector,27,2,6,0,10,1,9.8,1,0,0,8,6.9,7.6,3,7.6,Low
CAPF0906,SP,26,16,15,1,19,5,12.4,1,12,4,14,4.8,5.9,3,3.2,Medium
CAPF0907,Head Constable,45,12,35,1,8,3,13.1,3,17,9,0,3.6,4.1,0,3.0,High
CAPF0908,DSP,23,26,21,1,19,4,11.3,2,8,3,28,5.4,6.5,3,6.5,Medium
CAPF0909,Constable,44,7,8,1,12,1,8.7,0,3,1,13,6.6,6.8,5,8.9,Low
CAPF0910,SI,44,23,8,0,15,2,9.6,1,0,0,20,7.2,8.4,6,9.7,Low
CAPF0911,SP,28,7,29,1,6,4,13.7,4,17,6,4,3.3,5.2,1,3.8,High
CAPF0912,Head Constable,27,25,32,0,2,0,13.5,5,19,5,7,2.6,5.3,0,2.1,High
CAPF0913,SP,34,1,10,1,11,1,9.8,1,5,2,23,8.5,8.5,6,9.3,Low
CAPF0914,SI,22,1,8,0,21,0,8.0,0,5,1,14,7.9,9.0,5,7.9,Low
CAPF0915,Head Constable,48,21,1,0,10,0,8.2,1,3,0,23,8.9,7.7,4,6.4,Low
CAPF0916,Constable,34,29,7,0,20,1,9.6,0,4,2,11,8.8,7.7,5,6.5,Low
CAPF0917,ASI,48,5,12,1,18,3,13.0,2,9,5,15,5.8,5.0,1,3.8,Medium
CAPF0918,SP,29,23,11,1,5,7,12.2,2,9,2,23,4.9,5.4,2,6.5,Medium
CAPF0919,Constable,48,1,10,1,10,5,12.4,2,9,5,28,4.3,6.0,1,4.9,Medium
CAPF0920,SI,24,4,23,1,2,0,15.5,3,16,8,21,4.0,4.2,1,1.4,High
CAPF0921,SI,45,17,22,1,12,5,11.5,1,9,2,20,4.6,5.3,1,5.2,Medium
CAPF0922,Constable,42,9,21,1,3,0,14.0,3,15,7,27,2.2,4.2,1,1.1,High
CAPF0923,SP,36,2,4,0,16,0,9.1,0,4,2,12,7.6,7.2,3,6.1,Low
CAPF0924,SP,26,19,17,1,5,3,12.9,1,6,3,12,6.7,5.1,2,5.7,Medium
CAPF0925,DSP,39,16,33,1,1,0,15.7,4,12,5,20,1.8,4.9,1,3.7,High
CAPF0926,ASI,48,6,25,1,0,0,13.2,5,19,7,15,2.5,5.0,1,2.0,High
CAPF0927,SI,24,25,3,0,20,0,9.5,1,1,0,9,7.8,7.6,5,8.9,Low
CAPF0928,SP,43,5,8,0,15,1,8.7,1,1,0,2,9.2,7.8,4,7.7,Low
CAPF0929,Constable,30,3,12,1,19,7,12.8,1,7,3,22,5.0,6.1,3,4.9,Medium
CAPF0930,DSP,49,19,21,1,1,0,14.3,5,17,6,0,1.2,4.9,0,1.6,High
CAPF0931,Head Constable,31,17,14,0,9,2,11.6,1,10,4,3,6.2,5.3,3,6.4,Medium
CAPF0932,Inspector,41,22,2,1,19,0,8.5,1,1,2,14,9.0,8.2,4,7.2,Low
CAPF0933,DSP,54,19,26,1,5,3,15.7,4,13,7,6,3.3,4.6,1,2.0,High
CAPF0934,ASI,49,10,4,1,10,2,8.5,1,4,1,12,7.3,8.0,6,6.9,Low
CAPF0935,ASI,53,6,9,1,26,0,9.2,0,1,1,16,7.8,6.9,3,6.6,Low
CAPF0936,SP,54,7,16,1,6,3,10.2,2,12,2,2,4.2,5.6,2,4.6,Medium
CAPF0937,DSP,34,12,4,1,25,0,9.2,1,4,0,18,7.5,7.2,4,9.5,Low
CAPF0938,SP,44,1,7,0,28,0,9.6,0,4,1,22,7.7,7.8,3,6.3,Low
CAPF0939,SP,29,8,14,0,9,6,11.8,2,5,3,0,6.7,6.2,2,6.4,Medium
CAPF0940,Inspector,24,19,5,0,16,1,8.1,1,4,0,18,9.1,8.0,6,8.9,Low
CAPF0941,Head Constable,24,17,32,0,1,0,13.4,3,13,5,15,1.2,4.8,1,1.2,High
CAPF0942,Constable,38,2,8,0,20,1,9.1,1,3,0,7,7.3,8.9,6,6.3,Low
CAPF0943,SP,24,1,4,0,28,2,8.2,0,0,0,0,6.3,6.8,4,8.5,Low
CAPF0944,Inspector,50,12,33,1,9,5,15.4,5,17,8,0,4.0,4.8,1,2.9,High
CAPF0945,Head Constable,45,9,2,0,23,0,9.3,0,1,1,10,8.8,8.6,5,7.3,Low
CAPF0946,ASI,31,26,21,1,5,4,16.0,5,17,8,28,2.8,4.4,1,3.3,High
CAPF0947,Head Constable,48,20,29,1,5,5,13.8,4,12,7,8,3.9,4.9,0,1.6,High
CAPF0948,Inspector,26,23,14,1,7,6,10.1,2,11,3,14,6.1,6.7,2,3.9,Medium
CAPF0949,SP,54,20,24,1,4,3,13.4,5,19,8,14,1.3,4.4,0,3.7,High
CAPF0950,SI,54,27,20,0,6,5,14.0,3,18,6,17,3.9,5.2,0,2.0,High
CAPF0951,ASI,40,6,31,0,3,0,13.0,4,13,7,9,2.6,5.3,1,3.9,High
CAPF0952,Head Constable,26,29,11,0,17,2,8.7,0,0,2,2,7.4,6.9,3,7.1,Low
CAPF0953,Constable,45,24,9,0,24,1,9.5,1,2,1,16,6.1,7.8,6,9.0,Low
CAPF0954,Constable,38,5,4,0,21,2,9.9,1,1,2,13,9.0,8.9,3,6.5,Low
CAPF0955,Inspector,26,20,1,0,28,2,9.1,0,1,1,11,6.7,9.0,6,8.3,Low
CAPF0956,SI,50,13,13,1,17,6,11.2,1,5,4,4,5.7,5.0,2,6.1,Medium
CAPF0957,Inspector,31,25,11,0,27,0,9.1,1,3,0,14,8.6,7.8,4,9.9,Low
CAPF0958,SP,49,1,8,0,25,0,10.0,1,4,1,14,9.7,6.8,6,6.9,Low
CAPF0959,SP,24,29,27,1,0,0,13.9,5,18,8,14,2.7,5.2,1,2.1,High
CAPF0960,ASI,50,18,27,1,6,3,14.9,4,18,6,8,2.0,4.3,0,3.3,High
CAPF0961,SI,24,24,10,0,8,5,10.6,2,12,4,29,6.6,6.6,3,3.9,Medium
CAPF0962,ASI,35,28,10,1,29,0,8.5,0,2,1,14,8.5,7.3,4,9.7,Low
CAPF0963,ASI,45,19,33,1,5,3,13.0,4,18,6,29,1.7,4.6,0,2.4,High
CAPF0964,ASI,26,4,5,1,24,1,8.7,0,4,1,12,8.4,8.7,5,6.2,Low
CAPF0965,SP,42,13,16,1,18,6,10.0,2,11,2,20,5.0,5.4,1,5.3,Medium
CAPF0966,Inspector,34,24,13,0,17,6,10.3,1,9,3,19,4.8,6.9,2,3.4,Medium
CAPF0967,SI,40,2,18,0,15,4,11.6,2,8,4,5,6.0,5.6,2,5.5,Medium
CAPF0968,Inspector,29,8,1,0,23,0,9.8,0,3,1,18,9.6,8.3,3,6.5,Low
CAPF0969,Inspector,24,19,18,0,16,5,11.1,2,12,4,4,6.4,5.2,3,6.7,Medium
CAPF0970,ASI,37,23,8,0,16,1,9.3,1,2,1,23,7.7,7.5,5,6.3,Low
CAPF0971,ASI,24,24,12,0,8,4,11.4,1,13,5,29,6.7,6.1,1,6.5,Medium
CAPF0972,Constable,30,22,10,0,18,2,10.0,1,0,0,0,8.9,6.9,3,8.6,Low
CAPF0973,Inspector,30,10,15,0,17,6,10.9,1,8,5,9,4.6,5.2,1,5.9,Medium
CAPF0974,Inspector,52,18,23,1,12,6,11.0,1,12,3,2,5.2,5.4,2,3.7,Medium
CAPF0975,Constable,50,10,32,1,5,4,14.5,3,13,7,23,3.0,5.1,0,3.0,High
CAPF0976,Inspector,36,7,2,0,23,0,8.2,0,4,1,14,7.2,8.1,5,9.1,Low
CAPF0977,SP,30,2,1,0,19,1,9.8,1,5,2,3,8.9,8.2,6,6.9,Low
CAPF0978,DSP,24,8,22,1,18,3,12.5,1,7,4,26,6.3,6.0,3,3.2,Medium
CAPF0979,DSP,26,4,15,1,14,5,10.9,1,10,2,11,6.2,6.6,1,5.8,Medium
CAPF0980,Constable,40,2,34,1,6,6,15.8,5,13,5,27,1.7,4.9,1,2.2,High
CAPF0981,SP,29,8,17,0,18,3,12.9,2,12,4,13,6.3,6.2,1,4.5,Medium
CAPF0982,SI,29,2,1,1,23,1,8.2,0,0,2,7,9.2,6.6,3,8.7,Low
CAPF0983,SI,24,29,3,0,20,2,8.6,0,3,2,21,7.2,8.1,3,6.6,Low
CAPF0984,ASI,42,21,2,1,29,2,8.4,1,5,2,0,8.7,7.0,6,9.6,Low
CAPF0985,ASI,22,13,34,1,6,3,16.0,3,15,6,10,1.5,4.4,0,2.8,High
CAPF0986,SI,48,6,3,0,15,2,8.5,1,0,0,20,9.3,8.4,4,9.3,Low
CAPF0987,Head Constable,53,23,7,0,15,2,8.6,1,4,2,15,9.9,6.8,3,7.5,Low
CAPF0988,SI,52,12,9,0,22,2,10.0,1,5,1,19,6.4,8.5,6,7.4,Low
CAPF0989,ASI,52,18,23,0,9,2,11.2,1,5,4,11,6.4,6.8,3,5.2,Medium
CAPF0990,Constable,39,22,20,1,18,4,11.2,1,7,4,28,5.7,5.7,3,4.2,Medium
CAPF0991,Inspector,54,26,29,1,8,3,14.2,3,15,9,27,2.8,5.1,0,3.0,High
CAPF0992,SP,31,9,24,1,8,4,14.9,3,18,6,1,2.5,4.3,1,3.6,High
CAPF0993,ASI,36,20,20,1,0,0,15.0,5,18,8,9,2.3,5.5,1,2.3,High
CAPF0994,SP,46,16,7,0,17,1,9.7,1,0,2,11,9.2,8.0,6,8.3,Low
CAPF0995,Head Constable,35,21,9,0,22,1,9.7,0,3,2,1,9.8,8.0,4,8.7,Low
CAPF0996,SI,29,29,4,0,14,1,8.8,1,2,0,5,9.2,7.6,6,8.2,Low
CAPF0997,SP,53,21,9,0,22,1,9.4,1,3,0,11,6.9,8.6,4,9.5,Low
CAPF0998,ASI,41,14,7,1,25,0,9.4,1,1,2,1,7.8,7.4,3,9.9,Low
CAPF0999,DSP,22,21,3,1,22,1,9.9,1,0,0,24,9.3,6.8,3,7.3,Low
CAPF1000,Constable,35,27,2,0,24,2,8.3,1,2,1,21,7.4,7.4,4,9.6,Low
